review_id,booking_id,customer_id,flight_id,review_date,rating,review_text,language,topics
RVW000591,BKG002009,CUST0146,FLT00084,2025-01-16,4,Attentive service from boarding to landing. Newer aircraft made a real difference.,en,staff_service;cabin_comfort
RVW000592,BKG002015,CUST0093,FLT00084,2025-01-16,4,Plenty of legroom in this cabin. Cabin crew were friendly and professional.,en,cabin_comfort;staff_service
RVW000593,BKG002016,CUST0086,FLT00084,2025-01-18,5,Newer aircraft made a real difference. Priority boarding worked smoothly. Would fly again.,en,cabin_comfort;boarding
RVW000594,BKG002023,CUST0266,FLT00084,2025-01-14,4,Good value for the price paid.,en,value_for_money
RVW000595,BKG002030,CUST0218,FLT00086,2025-01-09,5,Staff went out of their way to help. Reasonable fare for the route. Highly recommend this airline.,en,staff_service;value_for_money
RVW000596,BKG002031,CUST0300,FLT00086,2025-01-07,4,"Smooth and punctual flight, no fuss.",en,punctuality
RVW000597,BKG002036,CUST0214,FLT00086,2025-01-15,4,Seat was comfortable for the route length. Departed and arrived on time.,en,cabin_comfort;punctuality
RVW000598,BKG002039,CUST0004,FLT00086,2025-01-13,3,"Meal was disappointing, especially for a long-haul flight. Smooth and punctual flight, no fuss. Baggage handling was efficient on arrival.",en,food_beverage;punctuality;baggage
RVW000599,BKG002046,CUST0087,FLT00086,2025-01-18,4,Good value for the price paid.,en,value_for_money
RVW000600,BKG002047,CUST0283,FLT00086,2025-01-08,4,Good value for the price paid.,en,value_for_money
RVW000601,BKG002055,CUST0027,FLT00087,2025-01-08,4,Bags arrived quickly at the carousel. Crew handled a tough situation with patience. Priority boarding worked smoothly.,en,baggage;staff_service;boarding
RVW000602,BKG002056,CUST0242,FLT00087,2025-01-13,3,Boarding was orderly and quick. Customer service was indifferent. Reasonable fare for the route.,en,boarding;staff_service;value_for_money
RVW000603,BKG002058,CUST0223,FLT00087,2025-01-09,5,Cabin crew were friendly and professional. Bags arrived quickly at the carousel. Would fly again.,en,staff_service;baggage
RVW000604,BKG002061,CUST0027,FLT00087,2025-01-18,5,Reasonable fare for the route. Plenty of legroom in this cabin. Crew kept us informed throughout the flight. Great experience overall.,en,value_for_money;cabin_comfort;communication
RVW000605,BKG002062,CUST0252,FLT00087,2025-01-20,4,"Good value for the price paid. Smooth and punctual flight, no fuss. Bags arrived quickly at the carousel.",en,value_for_money;punctuality;baggage
RVW000606,BKG002067,CUST0208,FLT00087,2025-01-11,5,Seat was comfortable for the route length. Bags arrived quickly at the carousel. Highly recommend this airline.,en,cabin_comfort;baggage
RVW000607,BKG002068,CUST0149,FLT00087,2025-01-13,3,Crew handled a tough situation with patience. Bags arrived quickly at the carousel.,en,staff_service;baggage
RVW000608,BKG002073,CUST0273,FLT00087,2025-01-13,3,Good beverage selection on board. Long wait for bags at the carousel.,en,food_beverage;baggage
RVW000609,BKG002078,CUST0096,FLT00088,2025-01-13,2,Cabin felt tired and the seat padding was thin. We were left guessing what was happening.,en,cabin_comfort;communication
RVW000610,BKG002079,CUST0173,FLT00088,2025-01-15,5,Plenty of legroom in this cabin. Great experience overall.,en,cabin_comfort
RVW000611,BKG002092,CUST0204,FLT00088,2025-01-14,4,Bags arrived quickly at the carousel.,en,baggage
RVW000612,BKG002093,CUST0020,FLT00088,2025-01-12,4,Crew kept us informed throughout the flight. Cabin was modern and pleasant.,en,communication;cabin_comfort
RVW000613,BKG002095,CUST0112,FLT00088,2025-01-11,4,Plenty of legroom in this cabin. Snack service was a nice touch.,en,cabin_comfort;food_beverage
RVW000614,BKG002096,CUST0128,FLT00088,2025-01-08,3,Long wait for bags at the carousel. Newer aircraft made a real difference. We were left guessing what was happening.,en,baggage;cabin_comfort;communication
RVW000615,BKG002100,CUST0196,FLT00088,2025-01-12,5,"Staff went out of their way to help. Right on schedule, exactly what I needed. Great experience overall.",en,staff_service;punctuality
RVW000616,BKG002108,CUST0049,FLT00089,2025-01-18,4,Departed and arrived on time. Boarding was orderly and quick.,en,punctuality;boarding
RVW000617,BKG002110,CUST0294,FLT00089,2025-01-12,4,Priority boarding worked smoothly. Plenty of legroom in this cabin.,en,boarding;cabin_comfort
RVW000618,BKG002121,CUST0094,FLT00089,2025-01-17,4,Reasonable fare for the route.,en,value_for_money
RVW000619,BKG002122,CUST0176,FLT00089,2025-01-16,5,Plenty of legroom in this cabin. Priority boarding worked smoothly. Would fly again.,en,cabin_comfort;boarding
RVW000620,BKG002124,CUST0057,FLT00089,2025-01-10,4,"Good beverage selection on board. Smooth and punctual flight, no fuss.",en,food_beverage;punctuality
RVW000621,BKG002127,CUST0126,FLT00090,2025-01-07,3,Chaotic boarding process at the gate.,en,boarding
RVW000622,BKG002133,CUST0296,FLT00090,2025-01-18,4,Clear announcements from the flight deck. Boarding was orderly and quick. Baggage handling was efficient on arrival.,en,communication;boarding;baggage
RVW000623,BKG002136,CUST0186,FLT00090,2025-01-19,5,Clear announcements from the flight deck. Attentive service from boarding to landing. Departed and arrived on time. Highly recommend this airline.,en,communication;staff_service;punctuality
RVW000624,BKG002137,CUST0159,FLT00090,2025-01-07,5,Priority boarding worked smoothly. Snack service was a nice touch. Great experience overall.,en,boarding;food_beverage
RVW000625,BKG002142,CUST0142,FLT00090,2025-01-08,5,Crew handled a tough situation with patience. Newer aircraft made a real difference. Highly recommend this airline.,en,staff_service;cabin_comfort
RVW000626,BKG002143,CUST0222,FLT00090,2025-01-20,4,Reasonable fare for the route. Baggage handling was efficient on arrival.,en,value_for_money;baggage
RVW000627,BKG002161,CUST0215,FLT00091,2025-01-10,3,Would not pay this fare again given the experience. Cold meal when it should have been warm. Customer service was indifferent.,en,value_for_money;food_beverage;staff_service
RVW000628,BKG002162,CUST0057,FLT00091,2025-01-20,4,Newer aircraft made a real difference. Reasonable fare for the route. Good beverage selection on board.,en,cabin_comfort;value_for_money;food_beverage
RVW000629,BKG002166,CUST0127,FLT00091,2025-01-19,4,Crew handled a tough situation with patience. Reasonable fare for the route.,en,staff_service;value_for_money
RVW000630,BKG002167,CUST0291,FLT00091,2025-01-14,5,Boarded and pushed back early — great work. Staff went out of their way to help. Meal was tasty and well presented. Would fly again.,en,punctuality;staff_service;food_beverage
RVW000631,BKG002168,CUST0243,FLT00091,2025-01-19,2,One bag arrived on a later flight — frustrating.,en,baggage
RVW000632,BKG002169,CUST0222,FLT00091,2025-01-14,5,Cabin was modern and pleasant. Highly recommend this airline.,en,cabin_comfort
RVW000633,BKG002173,CUST0297,FLT00091,2025-01-13,4,Staff went out of their way to help. Boarding was orderly and quick. Crew kept us informed throughout the flight.,en,staff_service;boarding;communication
RVW000634,BKG002175,CUST0209,FLT00091,2025-01-07,3,Seat was comfortable for the route length. Drinks options were very limited.,en,cabin_comfort;food_beverage
RVW000635,BKG002179,CUST0118,FLT00092,2025-01-16,3,Cold meal when it should have been warm.,en,food_beverage
RVW000636,BKG002180,CUST0209,FLT00092,2025-01-10,3,We were left guessing what was happening. Enjoyed the local menu options.,en,communication;food_beverage
RVW000637,BKG002181,CUST0150,FLT00092,2025-01-07,5,"Smooth and punctual flight, no fuss. Newer aircraft made a real difference. Highly recommend this airline.",en,punctuality;cabin_comfort
RVW000638,BKG002182,CUST0206,FLT00092,2025-01-20,4,Crew handled a tough situation with patience. Cabin was modern and pleasant. Clear announcements from the flight deck.,en,staff_service;cabin_comfort;communication
RVW000639,BKG002187,CUST0296,FLT00092,2025-01-08,3,Very limited content for such a long flight. Customer service was indifferent.,en,entertainment;staff_service
RVW000640,BKG002188,CUST0238,FLT00092,2025-01-12,3,Bags arrived quickly at the carousel. No communication during the delay — very frustrating. Departed over an hour late and I missed my connection.,en,baggage;communication;punctuality
RVW000641,BKG002194,CUST0191,FLT00092,2025-01-15,3,Clear announcements from the flight deck. Boarding announced late and we sat on the apron for ages.,en,communication;punctuality
RVW000642,BKG002197,CUST0255,FLT00092,2025-01-12,5,Staff went out of their way to help. Bags arrived quickly at the carousel. Highly recommend this airline.,en,staff_service;baggage
RVW000643,BKG002204,CUST0275,FLT00093,2025-01-15,2,"My luggage was damaged on arrival. Meal was disappointing, especially for a long-haul flight.",en,baggage;food_beverage
RVW000644,BKG002205,CUST0107,FLT00093,2025-01-13,1,One bag arrived on a later flight — frustrating. Very disappointing experience.,en,baggage
RVW000645,BKG002206,CUST0035,FLT00093,2025-01-16,2,Long wait for bags at the carousel. Staff were unhelpful when I asked questions.,en,baggage;staff_service
RVW000646,BKG002208,CUST0250,FLT00093,2025-01-07,2,"Meal was disappointing, especially for a long-haul flight. The delay was very disruptive to my schedule. Felt ignored by the cabin crew during the flight.",en,food_beverage;punctuality;staff_service
RVW000647,BKG002209,CUST0256,FLT00093,2025-01-17,1,Crew seemed rushed and impatient. Will avoid this airline next time.,en,staff_service
RVW000648,BKG002214,CUST0074,FLT00093,2025-01-15,2,Long wait for bags at the carousel. Significant delay with poor communication. Drinks options were very limited.,en,baggage;punctuality;food_beverage
RVW000649,BKG002215,CUST0209,FLT00093,2025-01-13,2,Departed over an hour late and I missed my connection. Information from staff was inconsistent. Cabin felt tired and the seat padding was thin.,en,punctuality;communication;cabin_comfort
RVW000650,BKG002216,CUST0029,FLT00093,2025-01-08,3,Crew kept us informed throughout the flight.,en,communication
RVW000651,BKG002217,CUST0259,FLT00093,2025-01-14,4,Crew handled a tough situation with patience.,en,staff_service
RVW000652,BKG002219,CUST0171,FLT00093,2025-01-17,4,Seat was comfortable for the route length. Crew handled a tough situation with patience.,en,cabin_comfort;staff_service
RVW000653,BKG002220,CUST0079,FLT00093,2025-01-10,2,No communication during the delay — very frustrating. The delay was very disruptive to my schedule. Very limited content for such a long flight.,en,communication;punctuality;entertainment
RVW000654,BKG002222,CUST0115,FLT00093,2025-01-16,1,Boarding announced late and we sat on the apron for ages. Hope they take this feedback seriously.,en,punctuality
RVW000655,BKG002224,CUST0229,FLT00093,2025-01-09,5,Cabin crew were friendly and professional. IFE worked well throughout the flight. Highly recommend this airline.,en,staff_service;entertainment
RVW000656,BKG002227,CUST0030,FLT00094,2025-01-15,4,Cabin was modern and pleasant.,en,cabin_comfort
RVW000657,BKG002228,CUST0067,FLT00094,2025-01-10,4,Boarding was orderly and quick. Boarded and pushed back early — great work.,en,boarding;punctuality
RVW000658,BKG002230,CUST0299,FLT00094,2025-01-16,4,Snack service was a nice touch.,en,food_beverage
RVW000659,BKG002251,CUST0013,FLT00095,2025-01-11,4,"Crew kept us informed throughout the flight. Good value for the price paid. Right on schedule, exactly what I needed.",en,communication;value_for_money;punctuality
RVW000660,BKG002252,CUST0130,FLT00095,2025-01-09,4,Bags arrived quickly at the carousel.,en,baggage
RVW000661,BKG002257,CUST0021,FLT00095,2025-01-09,3,Priority boarding worked smoothly. Bags arrived quickly at the carousel.,en,boarding;baggage
RVW000662,BKG002266,CUST0089,FLT00095,2025-01-17,3,"Hard to sleep, seat was not ideal for a long flight. Clear announcements from the flight deck. Reasonable fare for the route.",en,cabin_comfort;communication;value_for_money
RVW000663,BKG002267,CUST0165,FLT00095,2025-01-08,4,Departed and arrived on time. Good value for the price paid.,en,punctuality;value_for_money
RVW000664,BKG002275,CUST0225,FLT00095,2025-01-12,3,Recline didn't work properly. Staff were unhelpful when I asked questions. Food quality below other African carriers.,en,cabin_comfort;staff_service;food_beverage
RVW000665,BKG002277,CUST0055,FLT00096,2025-01-10,3,Clear announcements from the flight deck. Boarding was very slow and disorganized. Significant delay with poor communication.,en,communication;boarding;punctuality
RVW000666,BKG002296,CUST0119,FLT00096,2025-01-11,4,Cabin crew were friendly and professional.,en,staff_service
RVW000667,BKG002298,CUST0108,FLT00096,2025-01-14,4,Seat was comfortable for the route length.,en,cabin_comfort
RVW000668,BKG002299,CUST0033,FLT00096,2025-01-17,5,Meal was tasty and well presented. Highly recommend this airline.,en,food_beverage
RVW000669,BKG002305,CUST0215,FLT00097,2025-01-20,1,Departed over an hour late and I missed my connection. Will avoid this airline next time.,en,punctuality
RVW000670,BKG002308,CUST0040,FLT00097,2025-01-14,5,Priority boarding worked smoothly. Reasonable fare for the route. Lavatories were kept tidy throughout the flight. Great experience overall.,en,boarding;value_for_money;cleanliness
RVW000671,BKG002310,CUST0116,FLT00097,2025-01-15,5,Staff went out of their way to help. Priority boarding worked smoothly. Great experience overall.,en,staff_service;boarding
RVW000672,BKG002312,CUST0126,FLT00097,2025-01-21,2,Boarding was very slow and disorganized. Cabin needed a deeper clean before boarding.,en,boarding;cleanliness
RVW000673,BKG002318,CUST0204,FLT00097,2025-01-13,3,Chaotic boarding process at the gate. Baggage handling was efficient on arrival.,en,boarding;baggage
RVW000674,BKG002321,CUST0058,FLT00097,2025-01-12,3,Cabin needed a deeper clean before boarding. Boarding was very slow and disorganized. Bags arrived quickly at the carousel.,en,cleanliness;boarding;baggage
RVW000675,BKG002322,CUST0267,FLT00097,2025-01-09,3,Felt overpriced for what was offered. Cabin needed a deeper clean before boarding.,en,value_for_money;cleanliness
RVW000676,BKG002327,CUST0128,FLT00098,2025-01-16,3,Cabin needed a deeper clean before boarding. The delay was very disruptive to my schedule.,en,cleanliness;punctuality
RVW000677,BKG002329,CUST0133,FLT00098,2025-01-14,3,Felt ignored by the cabin crew during the flight. Boarded and pushed back early — great work. Cabin was clean and well prepared.,en,staff_service;punctuality;cleanliness
RVW000678,BKG002333,CUST0053,FLT00098,2025-01-17,5,Reasonable fare for the route. Highly recommend this airline.,en,value_for_money
RVW000679,BKG002335,CUST0243,FLT00098,2025-01-10,5,"Lavatories were kept tidy throughout the flight. Smooth and punctual flight, no fuss. Highly recommend this airline.",en,cleanliness;punctuality
RVW000680,BKG002340,CUST0243,FLT00098,2025-01-09,5,"Crew handled a tough situation with patience. Smooth and punctual flight, no fuss. Great experience overall.",en,staff_service;punctuality
RVW000681,BKG002344,CUST0092,FLT00098,2025-01-09,4,Staff went out of their way to help. Bags arrived quickly at the carousel.,en,staff_service;baggage
RVW000682,BKG002347,CUST0190,FLT00098,2025-01-19,3,Staff were unhelpful when I asked questions. The delay was very disruptive to my schedule.,en,staff_service;punctuality
RVW000683,BKG002351,CUST0138,FLT00099,2025-01-17,3,Reasonable fare for the route. Lavatories were kept tidy throughout the flight. Priority boarding worked smoothly.,en,value_for_money;cleanliness;boarding
RVW000684,BKG002353,CUST0103,FLT00099,2025-01-13,4,Boarded and pushed back early — great work. Reasonable fare for the route. Attentive service from boarding to landing.,en,punctuality;value_for_money;staff_service
RVW000685,BKG002355,CUST0262,FLT00099,2025-01-11,3,Cabin was clean and well prepared. My luggage was damaged on arrival.,en,cleanliness;baggage
RVW000686,BKG002361,CUST0090,FLT00099,2025-01-21,4,"Right on schedule, exactly what I needed. Crew handled a tough situation with patience. Priority boarding worked smoothly.",en,punctuality;staff_service;boarding
RVW000687,BKG002363,CUST0157,FLT00099,2025-01-16,4,Attentive service from boarding to landing. Good value for the price paid. Boarded and pushed back early — great work.,en,staff_service;value_for_money;punctuality
RVW000688,BKG002365,CUST0280,FLT00099,2025-01-20,3,Cabin crew were friendly and professional. Long wait for bags at the carousel. Cabin was clean and well prepared.,en,staff_service;baggage;cleanliness
RVW000689,BKG002366,CUST0217,FLT00099,2025-01-14,4,Good value for the price paid. Staff went out of their way to help. Cabin was clean and well prepared.,en,value_for_money;staff_service;cleanliness
RVW000690,BKG002367,CUST0287,FLT00099,2025-01-21,5,"Smooth and punctual flight, no fuss. Bags arrived quickly at the carousel. Priority boarding worked smoothly. Highly recommend this airline.",en,punctuality;baggage;boarding
RVW000691,BKG002370,CUST0021,FLT00099,2025-01-21,3,One bag arrived on a later flight — frustrating.,en,baggage
RVW000692,BKG002371,CUST0137,FLT00099,2025-01-20,5,"Right on schedule, exactly what I needed. Reasonable fare for the route. Highly recommend this airline.",en,punctuality;value_for_money
RVW000693,BKG002372,CUST0266,FLT00099,2025-01-18,3,Boarding was orderly and quick.,en,boarding
RVW000694,BKG002378,CUST0203,FLT00100,2025-01-20,3,Cabin was modern and pleasant. Would not pay this fare again given the experience.,en,cabin_comfort;value_for_money
RVW000695,BKG002380,CUST0107,FLT00100,2025-01-18,3,Cabin was modern and pleasant. Felt overpriced for what was offered.,en,cabin_comfort;value_for_money
RVW000696,BKG002384,CUST0004,FLT00100,2025-01-19,2,Seat was cramped and uncomfortable. Boarding announced late and we sat on the apron for ages.,en,cabin_comfort;punctuality
RVW000697,BKG002385,CUST0162,FLT00100,2025-01-13,3,"Right on schedule, exactly what I needed. Chaotic boarding process at the gate. Newer aircraft made a real difference.",en,punctuality;boarding;cabin_comfort
RVW000698,BKG002387,CUST0120,FLT00100,2025-01-17,1,Boarding announced late and we sat on the apron for ages. Staff were unhelpful when I asked questions. Very disappointing experience.,en,punctuality;staff_service
RVW000699,BKG002390,CUST0162,FLT00100,2025-01-16,3,The delay was very disruptive to my schedule. We were left guessing what was happening. Good value for the price paid.,en,punctuality;communication;value_for_money
RVW000700,BKG002399,CUST0222,FLT00100,2025-01-17,2,Long wait for bags at the carousel. Cabin felt tired and the seat padding was thin. Food quality below other African carriers.,en,baggage;cabin_comfort;food_beverage
RVW000701,BKG002404,CUST0012,FLT00101,2025-01-12,2,Significant delay with poor communication. Cabin felt tired and the seat padding was thin.,en,punctuality;cabin_comfort
RVW000702,BKG002406,CUST0084,FLT00101,2025-01-09,4,Crew handled a tough situation with patience.,en,staff_service
RVW000703,BKG002414,CUST0140,FLT00101,2025-01-12,2,Felt ignored by the cabin crew during the flight. We were left guessing what was happening.,en,staff_service;communication
RVW000704,BKG002416,CUST0104,FLT00101,2025-01-20,1,Boarding was very slow and disorganized. Crew seemed rushed and impatient. Very disappointing experience.,en,boarding;staff_service
RVW000705,BKG002419,CUST0262,FLT00101,2025-01-08,1,We were left guessing what was happening. Boarding announced late and we sat on the apron for ages. Very disappointing experience.,en,communication;punctuality
RVW000706,BKG002421,CUST0080,FLT00101,2025-01-09,3,Information from staff was inconsistent. One bag arrived on a later flight — frustrating.,en,communication;baggage
RVW000707,BKG002424,CUST0055,FLT00101,2025-01-17,1,Cold meal when it should have been warm. Departed over an hour late and I missed my connection. Will avoid this airline next time.,en,food_beverage;punctuality
RVW000708,BKG002430,CUST0225,FLT00102,2025-01-18,5,Departed and arrived on time. Good value for the price paid. Baggage handling was efficient on arrival. Would fly again.,en,punctuality;value_for_money;baggage
RVW000709,BKG002434,CUST0150,FLT00102,2025-01-10,2,Recline didn't work properly.,en,cabin_comfort
RVW000710,BKG002437,CUST0152,FLT00102,2025-01-18,5,Attentive service from boarding to landing. Snack service was a nice touch. Highly recommend this airline.,en,staff_service;food_beverage
RVW000711,BKG002440,CUST0207,FLT00102,2025-01-16,4,Staff went out of their way to help.,en,staff_service
RVW000712,BKG002443,CUST0236,FLT00102,2025-01-17,4,Good value for the price paid.,en,value_for_money
RVW000713,BKG002448,CUST0038,FLT00102,2025-01-12,3,We were left guessing what was happening. Staff went out of their way to help.,en,communication;staff_service
RVW000714,BKG002452,CUST0285,FLT00104,2025-01-11,4,Cabin was modern and pleasant. Priority boarding worked smoothly.,en,cabin_comfort;boarding
RVW000715,BKG002455,CUST0060,FLT00104,2025-01-20,4,Meal was tasty and well presented. Plenty of legroom in this cabin. Priority boarding worked smoothly.,en,food_beverage;cabin_comfort;boarding
RVW000716,BKG002456,CUST0003,FLT00104,2025-01-08,5,Boarding was orderly and quick. Crew handled a tough situation with patience. Great experience overall.,en,boarding;staff_service
RVW000717,BKG002458,CUST0158,FLT00104,2025-01-21,4,"Right on schedule, exactly what I needed. Reasonable fare for the route. Attentive service from boarding to landing.",en,punctuality;value_for_money;staff_service
RVW000718,BKG002460,CUST0084,FLT00104,2025-01-13,4,Clear announcements from the flight deck. Enjoyed the local menu options.,en,communication;food_beverage
RVW000719,BKG002461,CUST0185,FLT00104,2025-01-12,4,Reasonable fare for the route. Seat was comfortable for the route length.,en,value_for_money;cabin_comfort
RVW000720,BKG002465,CUST0119,FLT00104,2025-01-12,4,"Clear announcements from the flight deck. Staff went out of their way to help. Right on schedule, exactly what I needed.",en,communication;staff_service;punctuality
RVW000721,BKG002475,CUST0093,FLT00104,2025-01-19,4,Priority boarding worked smoothly.,en,boarding
RVW000722,BKG002482,CUST0231,FLT00105,2025-01-20,2,Chaotic boarding process at the gate. One bag arrived on a later flight — frustrating. Departed over an hour late and I missed my connection.,en,boarding;baggage;punctuality
RVW000723,BKG002488,CUST0189,FLT00105,2025-01-16,3,Good value for the price paid. Seat was comfortable for the route length.,en,value_for_money;cabin_comfort
RVW000724,BKG002491,CUST0094,FLT00105,2025-01-12,4,Newer aircraft made a real difference.,en,cabin_comfort
RVW000725,BKG002496,CUST0029,FLT00105,2025-01-08,4,Attentive service from boarding to landing. Baggage handling was efficient on arrival.,en,staff_service;baggage
RVW000726,BKG002500,CUST0194,FLT00105,2025-01-12,4,"Smooth and punctual flight, no fuss. Plenty of legroom in this cabin. Enjoyed the local menu options.",en,punctuality;cabin_comfort;food_beverage
RVW000727,BKG002502,CUST0177,FLT00106,2025-01-21,4,Clear announcements from the flight deck. Cabin crew were friendly and professional. Boarded and pushed back early — great work.,en,communication;staff_service;punctuality
RVW000728,BKG002509,CUST0006,FLT00106,2025-01-14,4,Good value for the price paid. Crew handled a tough situation with patience. Baggage handling was efficient on arrival.,en,value_for_money;staff_service;baggage
RVW000729,BKG002514,CUST0080,FLT00106,2025-01-18,3,Departed over an hour late and I missed my connection. Snack service was a nice touch. Good value for the price paid.,en,punctuality;food_beverage;value_for_money
RVW000730,BKG002516,CUST0294,FLT00106,2025-01-15,3,Significant delay with poor communication. Good value for the price paid.,en,punctuality;value_for_money
RVW000731,BKG002519,CUST0112,FLT00106,2025-01-15,4,Enjoyed the local menu options. Staff went out of their way to help. Reasonable fare for the route.,en,food_beverage;staff_service;value_for_money
RVW000732,BKG002527,CUST0086,FLT00107,2025-01-11,3,Drinks options were very limited.,en,food_beverage
RVW000733,BKG002529,CUST0249,FLT00107,2025-01-09,4,Good beverage selection on board. Crew kept us informed throughout the flight.,en,food_beverage;communication
RVW000734,BKG002533,CUST0123,FLT00107,2025-01-09,2,"Hard to sleep, seat was not ideal for a long flight.",en,cabin_comfort
RVW000735,BKG002540,CUST0270,FLT00107,2025-01-15,5,Newer aircraft made a real difference. Great experience overall.,en,cabin_comfort
RVW000736,BKG002552,CUST0233,FLT00108,2025-01-21,4,IFE worked well throughout the flight.,en,entertainment
RVW000737,BKG002564,CUST0062,FLT00108,2025-01-20,4,Enjoyed the local menu options. Departed and arrived on time.,en,food_beverage;punctuality
RVW000738,BKG002572,CUST0130,FLT00108,2025-01-13,5,Plenty of legroom in this cabin. Baggage handling was efficient on arrival. Great experience overall.,en,cabin_comfort;baggage
RVW000739,BKG002573,CUST0185,FLT00108,2025-01-20,5,Cabin crew were friendly and professional. Enjoyed the local menu options. Great experience overall.,en,staff_service;food_beverage
RVW000740,BKG002574,CUST0043,FLT00108,2025-01-13,5,Seat was comfortable for the route length. Clear announcements from the flight deck. Departed and arrived on time. Great experience overall.,en,cabin_comfort;communication;punctuality
RVW000741,BKG002577,CUST0055,FLT00109,2025-01-13,2,Departed over an hour late and I missed my connection. Felt ignored by the cabin crew during the flight.,en,punctuality;staff_service
RVW000742,BKG002578,CUST0178,FLT00109,2025-01-12,3,Long wait for bags at the carousel. Departed and arrived on time. Seat was comfortable for the route length.,en,baggage;punctuality;cabin_comfort
RVW000743,BKG002582,CUST0051,FLT00109,2025-01-17,4,Enjoyed the local menu options.,en,food_beverage
RVW000744,BKG002586,CUST0071,FLT00109,2025-01-09,4,Boarded and pushed back early — great work. Crew handled a tough situation with patience.,en,punctuality;staff_service
RVW000745,BKG002587,CUST0101,FLT00109,2025-01-19,4,"Smooth and punctual flight, no fuss.",en,punctuality
RVW000746,BKG002591,CUST0045,FLT00109,2025-01-16,3,Staff were unhelpful when I asked questions. Cold meal when it should have been warm.,en,staff_service;food_beverage
RVW000747,BKG002593,CUST0152,FLT00109,2025-01-19,4,Boarded and pushed back early — great work. Staff went out of their way to help.,en,punctuality;staff_service
RVW000748,BKG002600,CUST0090,FLT00109,2025-01-19,3,Crew handled a tough situation with patience. Crew kept us informed throughout the flight.,en,staff_service;communication
RVW000749,BKG002601,CUST0083,FLT00110,2025-01-21,4,Snack service was a nice touch. Crew handled a tough situation with patience.,en,food_beverage;staff_service
RVW000750,BKG002602,CUST0133,FLT00110,2025-01-12,3,Food quality below other African carriers. Cabin crew were friendly and professional.,en,food_beverage;staff_service
RVW000751,BKG002603,CUST0216,FLT00110,2025-01-08,3,My luggage was damaged on arrival.,en,baggage
RVW000752,BKG002604,CUST0260,FLT00110,2025-01-10,3,Good value for the price paid. Customer service was indifferent.,en,value_for_money;staff_service
RVW000753,BKG002605,CUST0075,FLT00110,2025-01-19,3,Recline didn't work properly. Significant delay with poor communication.,en,cabin_comfort;punctuality
RVW000754,BKG002608,CUST0266,FLT00110,2025-01-16,5,Crew kept us informed throughout the flight. Newer aircraft made a real difference. Would fly again.,en,communication;cabin_comfort
RVW000755,BKG002614,CUST0155,FLT00110,2025-01-16,3,Enjoyed the local menu options. Cabin felt tired and the seat padding was thin. Customer service was indifferent.,en,food_beverage;cabin_comfort;staff_service
RVW000756,BKG002616,CUST0076,FLT00110,2025-01-10,5,Newer aircraft made a real difference. Staff went out of their way to help. Reasonable fare for the route. Highly recommend this airline.,en,cabin_comfort;staff_service;value_for_money
RVW000757,BKG002622,CUST0267,FLT00110,2025-01-10,4,Enjoyed the local menu options. Good value for the price paid.,en,food_beverage;value_for_money
RVW000758,BKG002631,CUST0062,FLT00111,2025-01-12,4,Cabin crew were friendly and professional. Cabin was modern and pleasant.,en,staff_service;cabin_comfort
RVW000759,BKG002634,CUST0006,FLT00111,2025-01-11,4,Crew kept us informed throughout the flight. Priority boarding worked smoothly. Baggage handling was efficient on arrival.,en,communication;boarding;baggage
RVW000760,BKG002635,CUST0203,FLT00111,2025-01-17,5,Bags arrived quickly at the carousel. Cabin crew were friendly and professional. Highly recommend this airline.,en,baggage;staff_service
RVW000761,BKG002639,CUST0015,FLT00111,2025-01-12,3,Departed over an hour late and I missed my connection. No communication during the delay — very frustrating. Long wait for bags at the carousel.,en,punctuality;communication;baggage
RVW000762,BKG002641,CUST0016,FLT00111,2025-01-13,4,Crew handled a tough situation with patience.,en,staff_service
RVW000763,BKG002642,CUST0212,FLT00111,2025-01-11,5,"Smooth and punctual flight, no fuss. Would fly again.",en,punctuality
RVW000764,BKG002643,CUST0154,FLT00111,2025-01-08,4,Departed and arrived on time. Meal was tasty and well presented.,en,punctuality;food_beverage
RVW000765,BKG002651,CUST0027,FLT00112,2025-01-13,4,Attentive service from boarding to landing. Good beverage selection on board. Reasonable fare for the route.,en,staff_service;food_beverage;value_for_money
RVW000766,BKG002653,CUST0253,FLT00112,2025-01-13,2,No communication during the delay — very frustrating. The delay was very disruptive to my schedule. Boarding was very slow and disorganized.,en,communication;punctuality;boarding
RVW000767,BKG002654,CUST0235,FLT00112,2025-01-08,2,Information from staff was inconsistent. Long wait for bags at the carousel.,en,communication;baggage
RVW000768,BKG002657,CUST0088,FLT00112,2025-01-08,4,Seat was comfortable for the route length. Boarding was orderly and quick.,en,cabin_comfort;boarding
RVW000769,BKG002664,CUST0206,FLT00112,2025-01-14,2,Information from staff was inconsistent. Boarding announced late and we sat on the apron for ages.,en,communication;punctuality
RVW000770,BKG002670,CUST0157,FLT00112,2025-01-18,4,Clear announcements from the flight deck.,en,communication
RVW000771,BKG002678,CUST0218,FLT00114,2025-01-09,5,Cabin crew were friendly and professional. Highly recommend this airline.,en,staff_service
RVW000772,BKG002679,CUST0095,FLT00114,2025-01-11,4,"Right on schedule, exactly what I needed. Priority boarding worked smoothly.",en,punctuality;boarding
RVW000773,BKG002684,CUST0255,FLT00114,2025-01-22,4,Baggage handling was efficient on arrival.,en,baggage
